MACHINE_ID,BREACH_START,BREACH_END,BREACH_POINTS,MAX_TEMP,BREACH_DURATION_MINUTES,TEMP_THRESHOLD_BASELINE,SUSTAINED_BREACH
M-0002,2026-04-14 12:14:29.108,2026-04-14 12:14:29.108,1,92.59,0.0,85.0,False
M-0003,2026-04-14 04:01:32.824,2026-04-14 04:01:32.824,1,85.68,0.0,85.0,False
M-0003,2026-04-14 04:01:36.839,2026-04-14 04:01:37.843,2,88.87,0.016733333333333333,85.0,False
M-0003,2026-04-14 04:01:40.859,2026-04-14 12:13:38.735,2,93.95,491.9646,85.0,True
M-0003,2026-04-14 12:13:41.061,2026-04-14 12:13:41.061,1,92.31,0.0,85.0,False
M-0003,2026-04-14 12:13:57.461,2026-04-14 12:14:00.907,3,91.92,0.057433333333333336,85.0,False
M-0003,2026-04-14 12:14:04.147,2026-04-14 12:14:04.147,1,88.6,0.0,85.0,False
M-0003,2026-04-14 12:14:06.657,2026-04-14 12:14:06.657,1,87.83,0.0,85.0,False
M-0003,2026-04-14 12:14:14.418,2026-04-14 12:14:14.418,1,91.35,0.0,85.0,False
M-0003,2026-04-14 12:14:20.796,2026-04-14 12:14:20.796,1,92.31,0.0,85.0,False
M-0003,2026-04-14 12:14:22.972,2026-04-14 12:14:25.539,3,94.19,0.04278333333333333,85.0,False
M-0003,2026-04-14 12:14:27.657,2026-04-14 12:14:27.657,1,89.36,0.0,85.0,False
M-0003,2026-04-14 12:14:33.037,2026-04-14 12:14:36.820,4,92.92,0.06305,85.0,False
M-0004,2026-04-14 04:01:32.819,2026-04-14 04:01:34.826,3,86.74,0.03345,85.0,False
M-0004,2026-04-14 12:13:42.007,2026-04-14 12:13:42.007,1,85.4,0.0,85.0,False
M-0004,2026-04-14 12:13:49.871,2026-04-14 12:13:51.783,2,88.92,0.03186666666666667,85.0,False
M-0004,2026-04-14 12:13:55.624,2026-04-14 12:13:55.624,1,89.85,0.0,85.0,False
M-0004,2026-04-14 12:14:02.344,2026-04-14 12:14:02.344,1,94.82,0.0,85.0,False
M-0004,2026-04-14 12:14:10.298,2026-04-14 12:14:10.298,1,92.38,0.0,85.0,False
M-0004,2026-04-14 12:14:21.711,2026-04-14 12:14:21.711,1,90.42,0.0,85.0,False
M-0004,2026-04-14 12:14:25.163,2026-04-14 12:14:26.203,2,87.57,0.017333333333333333,85.0,False
M-0004,2026-04-14 12:14:28.365,2026-04-14 12:14:28.365,1,91.41,0.0,85.0,False
M-0004,2026-04-14 12:14:30.493,2026-04-14 12:14:30.493,1,87.57,0.0,85.0,False
M-0004,2026-04-14 12:14:35.489,2026-04-14 12:14:35.489,1,86.17,0.0,85.0,False
M-0005,2026-04-14 04:01:33.768,2026-04-14 04:01:33.768,1,94.42,0.0,85.0,False
M-0005,2026-04-14 04:01:35.776,2026-04-14 04:01:36.778,2,88.11,0.0167,85.0,False
M-0005,2026-04-14 04:01:38.786,2026-04-14 04:01:38.786,1,90.15,0.0,85.0,False
M-0005,2026-04-14 12:13:39.845,2026-04-14 12:13:39.845,1,89.85,0.0,85.0,False
M-0005,2026-04-14 12:13:44.948,2026-04-14 12:13:44.948,1,87.8,0.0,85.0,False
M-0005,2026-04-14 12:13:57.538,2026-04-14 12:14:00.965,3,93.42,0.05711666666666667,85.0,False
M-0005,2026-04-14 12:14:05.601,2026-04-14 12:14:05.601,1,86.22,0.0,85.0,False
M-0005,2026-04-14 12:14:08.822,2026-04-14 12:14:13.151,4,94.67,0.07214999999999999,85.0,False
M-0005,2026-04-14 12:14:16.329,2026-04-14 12:14:20.928,4,91.29,0.07665000000000001,85.0,False
M-0005,2026-04-14 12:14:23.019,2026-04-14 12:14:24.095,2,92.77,0.017933333333333336,85.0,False
M-0005,2026-04-14 12:14:27.730,2026-04-14 12:14:27.730,1,93.55,0.0,85.0,False
M-0005,2026-04-14 12:14:29.753,2026-04-14 12:14:29.753,1,90.51,0.0,85.0,False
M-0005,2026-04-14 12:14:31.868,2026-04-14 12:14:33.090,2,87.58,0.020366666666666665,85.0,False
M-0006,2026-04-14 04:01:33.836,2026-04-14 04:01:33.836,1,94.12,0.0,85.0,False
M-0006,2026-04-14 04:01:35.843,2026-04-14 04:01:35.843,1,91.5,0.0,85.0,False
M-0006,2026-04-14 04:01:38.856,2026-04-14 04:01:39.863,2,89.33,0.01678333333333333,85.0,False
M-0006,2026-04-14 12:13:49.165,2026-04-14 12:13:49.165,1,88.28,0.0,85.0,False
M-0006,2026-04-14 12:14:00.916,2026-04-14 12:14:02.443,2,92.17,0.025449999999999997,85.0,False
M-0006,2026-04-14 12:14:10.408,2026-04-14 12:14:10.408,1,94.85,0.0,85.0,False
M-0006,2026-04-14 12:14:13.004,2026-04-14 12:14:14.465,2,92.51,0.02435,85.0,False
M-0006,2026-04-14 12:14:17.742,2026-04-14 12:14:19.245,2,92.43,0.02505,85.0,False
M-0006,2026-04-14 12:14:22.989,2026-04-14 12:14:24.038,2,93.27,0.017483333333333333,85.0,False
M-0006,2026-04-14 12:14:29.687,2026-04-14 12:14:29.687,1,86.27,0.0,85.0,False
M-0006,2026-04-14 12:14:33.043,2026-04-14 12:14:33.043,1,93.34,0.0,85.0,False
M-0006,2026-04-14 12:14:36.829,2026-04-14 12:14:36.829,1,91.36,0.0,85.0,False
M-0007,2026-04-14 04:01:32.808,2026-04-14 04:01:32.808,1,94.8,0.0,85.0,False
M-0007,2026-04-14 04:01:35.819,2026-04-14 04:01:35.819,1,85.86,0.0,85.0,False
M-0007,2026-04-14 04:01:37.830,2026-04-14 04:01:37.830,1,94.91,0.0,85.0,False
M-0007,2026-04-14 04:01:40.842,2026-04-14 12:13:41.457,3,93.84,492.01025000000004,85.0,True
M-0007,2026-04-14 12:13:45.384,2026-04-14 12:13:45.384,1,92.66,0.0,85.0,False
M-0007,2026-04-14 12:13:52.758,2026-04-14 12:13:54.484,2,90.3,0.028766666666666666,85.0,False
M-0007,2026-04-14 12:13:57.929,2026-04-14 12:13:57.929,1,88.82,0.0,85.0,False
M-0007,2026-04-14 12:14:01.485,2026-04-14 12:14:01.485,1,88.66,0.0,85.0,False
M-0007,2026-04-14 12:14:04.514,2026-04-14 12:14:04.514,1,90.62,0.0,85.0,False
M-0007,2026-04-14 12:14:10.788,2026-04-14 12:14:16.551,5,94.92,0.09605,85.0,False
M-0007,2026-04-14 12:14:24.274,2026-04-14 12:14:24.274,1,87.98,0.0,85.0,False
M-0007,2026-04-14 12:14:27.945,2026-04-14 12:14:27.945,1,88.69,0.0,85.0,False
M-0007,2026-04-14 12:14:30.972,2026-04-14 12:14:32.159,2,92.88,0.019783333333333333,85.0,False
M-0007,2026-04-14 12:14:34.496,2026-04-14 12:14:34.496,1,86.46,0.0,85.0,False
M-0007,2026-04-14 12:14:37.071,2026-04-14 12:14:37.071,1,92.14,0.0,85.0,False
M-0008,2026-04-14 04:01:31.740,2026-04-14 04:01:31.740,1,85.64,0.0,85.0,False
M-0008,2026-04-14 04:01:34.843,2026-04-14 04:01:34.843,1,94.53,0.0,85.0,False
M-0008,2026-04-14 04:01:38.859,2026-04-14 04:01:39.865,2,90.49,0.016766666666666666,85.0,False
M-0008,2026-04-14 12:13:57.347,2026-04-14 12:13:57.347,1,94.87,0.0,85.0,False
M-0008,2026-04-14 12:14:00.886,2026-04-14 12:14:02.418,2,88.65,0.025533333333333335,85.0,False
M-0008,2026-04-14 12:14:08.358,2026-04-14 12:14:12.872,4,93.05,0.07523333333333333,85.0,False
M-0008,2026-04-14 12:14:16.122,2026-04-14 12:14:16.122,1,88.35,0.0,85.0,False
M-0008,2026-04-14 12:14:20.627,2026-04-14 12:14:20.627,1,87.87,0.0,85.0,False
M-0008,2026-04-14 12:14:22.917,2026-04-14 12:14:23.993,2,92.01,0.017933333333333336,85.0,False
M-0008,2026-04-14 12:14:28.516,2026-04-14 12:14:28.516,1,90.97,0.0,85.0,False
M-0008,2026-04-14 12:14:34.230,2026-04-14 12:14:34.230,1,86.34,0.0,85.0,False
M-0008,2026-04-14 12:14:36.773,2026-04-14 12:14:36.773,1,88.02,0.0,85.0,False
M-0009,2026-04-14 04:01:33.759,2026-04-14 04:01:33.759,1,91.53,0.0,85.9318875,False
M-0009,2026-04-14 04:01:35.768,2026-04-14 04:01:37.776,3,94.67,0.033466666666666665,85.9318875,False
M-0009,2026-04-14 04:01:40.789,2026-04-14 04:01:40.789,1,94.67,0.0,85.9318875,False
M-0009,2026-04-14 12:13:40.477,2026-04-14 12:13:40.477,1,90.26,0.0,85.9318875,False
M-0009,2026-04-14 12:13:44.186,2026-04-14 12:13:46.408,2,94.84,0.037033333333333335,85.9318875,False
M-0009,2026-04-14 12:13:53.065,2026-04-14 12:13:53.065,1,90.98,0.0,85.9318875,False
M-0009,2026-04-14 12:13:56.452,2026-04-14 12:13:56.452,1,94.8,0.0,85.9318875,False
M-0009,2026-04-14 12:14:00.445,2026-04-14 12:14:00.445,1,88.35,0.0,85.9318875,False
M-0009,2026-04-14 12:14:06.185,2026-04-14 12:14:06.185,1,88.38,0.0,85.9318875,False
M-0009,2026-04-14 12:14:15.807,2026-04-14 12:14:18.559,3,94.47,0.04586666666666666,85.9318875,False
M-0009,2026-04-14 12:14:21.504,2026-04-14 12:14:22.604,2,91.81,0.018333333333333333,85.9318875,False
M-0009,2026-04-14 12:14:27.080,2026-04-14 12:14:27.080,1,91.15,0.0,85.9318875,False
M-0009,2026-04-14 12:14:29.121,2026-04-14 12:14:29.121,1,94.49,0.0,85.9318875,False
M-0009,2026-04-14 12:14:31.244,2026-04-14 12:14:32.497,2,93.18,0.02088333333333333,85.9318875,False
M-001,2026-04-14 03:43:22.213,2026-04-14 03:43:22.213,1,90.98,0.0,85.0,False
M-001,2026-04-14 03:43:28.353,2026-04-14 03:43:28.353,1,87.02,0.0,85.0,False
M-001,2026-04-14 03:43:36.565,2026-04-14 03:43:37.590,2,92.82,0.017083333333333332,85.0,False
M-001,2026-04-14 03:43:39.136,2026-04-14 03:43:40.674,2,91.86,0.025633333333333334,85.0,False
M-001,2026-04-14 03:43:44.268,2026-04-14 03:43:47.865,2,91.5,0.059949999999999996,85.0,False
M-001,2026-04-14 03:43:55.559,2026-04-14 03:43:55.559,1,91.93,0.0,85.0,False
M-001,2026-04-14 03:43:58.130,2026-04-14 03:43:58.130,1,87.53,0.0,85.0,False
M-001,2026-04-14 03:44:00.179,2026-04-14 03:44:01.717,3,91.56,0.025633333333333334,85.0,False
M-001,2026-04-14 03:44:04.280,2026-04-14 03:44:05.306,2,92.12,0.0171,85.0,False
M-001,2026-04-14 03:44:06.847,2026-04-14 03:44:08.890,3,92.63,0.034050000000000004,85.0,False
M-001,2026-04-14 03:44:16.077,2026-04-14 03:44:16.077,1,86.89,0.0,85.0,False
M-001,2026-04-14 03:44:35.075,2026-04-14 03:44:36.100,2,94.31,0.017083333333333332,85.0,False
M-001,2026-04-14 03:44:40.726,2026-04-14 03:44:40.726,1,87.64,0.0,85.0,False
M-001,2026-04-14 03:44:44.833,2026-04-14 03:44:44.833,1,94.47,0.0,85.0,False
M-001,2026-04-14 03:44:46.360,2026-04-14 03:44:46.360,1,94.93,0.0,85.0,False
M-001,2026-04-14 03:44:57.127,2026-04-14 03:44:57.127,1,86.68,0.0,85.0,False
M-001,2026-04-14 03:45:00.714,2026-04-14 03:45:00.714,1,86.47,0.0,85.0,False
M-001,2026-04-14 03:45:02.252,2026-04-14 03:45:03.277,2,89.47,0.017083333333333332,85.0,False
M-001,2026-04-14 03:45:10.474,2026-04-14 03:45:10.474,1,89.57,0.0,85.0,False
M-001,2026-04-14 03:45:16.100,2026-04-14 03:45:16.100,1,89.56,0.0,85.0,False
M-001,2026-04-14 03:45:24.813,2026-04-14 03:45:24.813,1,89.72,0.0,85.0,False
M-001,2026-04-14 03:45:27.384,2026-04-14 03:45:27.384,1,85.88,0.0,85.0,False
M-001,2026-04-14 03:45:44.790,2026-04-14 03:45:52.495,4,91.17,0.12841666666666668,85.0,False
M-001,2026-04-14 03:55:38.960,2026-04-14 03:55:48.061,2,94.16,0.15168333333333334,85.0,False
M-0010,2026-04-14 04:01:31.740,2026-04-14 04:01:32.820,2,93.25,0.018000000000000002,85.0,False
M-0010,2026-04-14 04:01:34.830,2026-04-14 04:01:34.830,1,89.51,0.0,85.0,False
M-0010,2026-04-14 12:13:40.506,2026-04-14 12:13:41.605,2,90.6,0.018316666666666665,85.0,False
M-0010,2026-04-14 12:13:46.625,2026-04-14 12:13:46.625,1,91.36,0.0,85.0,False
M-0010,2026-04-14 12:14:02.254,2026-04-14 12:14:04.708,3,93.13,0.040900000000000006,85.0,False
M-0010,2026-04-14 12:14:20.267,2026-04-14 12:14:20.267,1,93.46,0.0,85.0,False
M-0010,2026-04-14 12:14:22.675,2026-04-14 12:14:22.675,1,93.12,0.0,85.0,False
M-0010,2026-04-14 12:14:26.000,2026-04-14 12:14:26.000,1,89.78,0.0,85.0,False
M-0010,2026-04-14 12:14:32.644,2026-04-14 12:14:32.644,1,94.09,0.0,85.0,False
M-0011,2026-04-14 04:01:34.818,2026-04-14 04:01:34.818,1,91.23,0.0,85.0,False
M-0011,2026-04-14 12:13:49.551,2026-04-14 12:13:49.551,1,87.28,0.0,85.0,False
M-0011,2026-04-14 12:13:56.814,2026-04-14 12:13:56.814,1,93.08,0.0,85.0,False
M-0011,2026-04-14 12:14:02.272,2026-04-14 12:14:04.720,3,94.41,0.040799999999999996,85.0,False
M-0011,2026-04-14 12:14:07.761,2026-04-14 12:14:07.761,1,88.57,0.0,85.0,False
M-0011,2026-04-14 12:14:11.194,2026-04-14 12:14:12.563,2,93.9,0.022816666666666666,85.0,False
M-0011,2026-04-14 12:14:15.980,2026-04-14 12:14:17.117,2,92.65,0.01895,85.0,False
M-0011,2026-04-14 12:14:20.271,2026-04-14 12:14:20.271,1,88.16,0.0,85.0,False
M-0011,2026-04-14 12:14:24.877,2026-04-14 12:14:27.244,3,86.29,0.03945,85.0,False
M-0011,2026-04-14 12:14:30.402,2026-04-14 12:14:31.452,2,90.2,0.0175,85.0,False
M-0012,2026-04-14 04:01:32.793,2026-04-14 04:01:32.793,1,86.29,0.0,85.0,False
M-0012,2026-04-14 04:01:34.799,2026-04-14 04:01:36.808,3,93.0,0.03348333333333333,85.0,False
M-0012,2026-04-14 04:01:38.816,2026-04-14 04:01:39.819,2,90.16,0.016716666666666664,85.0,False
M-0012,2026-04-14 12:13:40.957,2026-04-14 12:13:40.957,1,90.87,0.0,85.0,False
M-0012,2026-04-14 12:13:53.085,2026-04-14 12:13:55.546,2,93.84,0.04101666666666667,85.0,False
M-0012,2026-04-14 12:14:10.138,2026-04-14 12:14:10.138,1,85.9,0.0,85.0,False
M-0012,2026-04-14 12:14:14.031,2026-04-14 12:14:14.031,1,93.02,0.0,85.0,False
M-0012,2026-04-14 12:14:17.142,2026-04-14 12:14:21.577,4,94.3,0.07391666666666666,85.0,False
M-0012,2026-04-14 12:14:26.035,2026-04-14 12:14:26.035,1,90.44,0.0,85.0,False
M-0012,2026-04-14 12:14:28.267,2026-04-14 12:14:29.277,2,93.24,0.016833333333333332,85.0,False
M-0012,2026-04-14 12:14:31.467,2026-04-14 12:14:31.467,1,88.45,0.0,85.0,False
M-0013,2026-04-14 04:01:31.740,2026-04-14 04:01:31.740,1,90.96,0.0,85.0,False
M-0013,2026-04-14 04:01:33.763,2026-04-14 04:01:33.763,1,86.39,0.0,85.0,False
M-0013,2026-04-14 04:01:35.771,2026-04-14 04:01:37.779,3,92.58,0.033466666666666665,85.0,False
M-0013,2026-04-14 12:13:38.737,2026-04-14 12:13:38.737,1,93.84,0.0,85.0,False
M-0013,2026-04-14 12:13:41.385,2026-04-14 12:13:41.385,1,88.83,0.0,85.0,False
M-0013,2026-04-14 12:13:48.082,2026-04-14 12:13:50.586,2,92.61,0.04173333333333333,85.0,False
M-0013,2026-04-14 12:13:56.100,2026-04-14 12:13:57.738,2,90.29,0.027299999999999998,85.0,False
M-0013,2026-04-14 12:14:01.299,2026-04-14 12:14:01.299,1,94.51,0.0,85.0,False
M-0013,2026-04-14 12:14:04.450,2026-04-14 12:14:05.651,2,94.19,0.02001666666666667,85.0,False
M-0013,2026-04-14 12:14:09.282,2026-04-14 12:14:14.784,5,92.93,0.09169999999999999,85.0,False
M-0013,2026-04-14 12:14:17.942,2026-04-14 12:14:17.942,1,87.71,0.0,85.0,False
M-0013,2026-04-14 12:14:21.008,2026-04-14 12:14:21.008,1,86.13,0.0,85.0,False
M-0013,2026-04-14 12:14:24.122,2026-04-14 12:14:24.122,1,93.58,0.0,85.0,False
M-0013,2026-04-14 12:14:35.906,2026-04-14 12:14:38.569,3,94.34,0.04438333333333333,85.0,False
M-0014,2026-04-14 04:01:31.740,2026-04-14 04:01:31.740,1,85.12,0.0,85.0,False
M-0014,2026-04-14 04:01:33.791,2026-04-14 04:01:33.791,1,87.22,0.0,85.0,False
M-0014,2026-04-14 04:01:35.799,2026-04-14 04:01:35.799,1,93.46,0.0,85.0,False
M-0014,2026-04-14 12:13:54.679,2026-04-14 12:13:54.679,1,87.1,0.0,85.0,False
M-0014,2026-04-14 12:14:00.276,2026-04-14 12:14:00.276,1,89.04,0.0,85.0,False
M-0014,2026-04-14 12:14:09.710,2026-04-14 12:14:09.710,1,94.22,0.0,85.0,False
M-0014,2026-04-14 12:14:19.853,2026-04-14 12:14:23.538,4,88.34,0.06141666666666667,85.0,False
M-0014,2026-04-14 12:14:25.878,2026-04-14 12:14:25.878,1,87.42,0.0,85.0,False
M-0014,2026-04-14 12:14:28.040,2026-04-14 12:14:28.040,1,91.36,0.0,85.0,False
M-0014,2026-04-14 12:14:34.568,2026-04-14 12:14:34.568,1,86.93,0.0,85.0,False
M-0015,2026-04-14 04:01:33.831,2026-04-14 04:01:33.831,1,92.05,0.0,85.0,False
M-0015,2026-04-14 04:01:36.842,2026-04-14 04:01:36.842,1,85.58,0.0,85.0,False
M-0015,2026-04-14 04:01:39.861,2026-04-14 04:01:40.864,2,93.14,0.016716666666666664,85.0,False
M-0015,2026-04-14 12:13:58.152,2026-04-14 12:14:01.910,3,94.93,0.06263333333333333,85.0,False
M-0015,2026-04-14 12:14:04.590,2026-04-14 12:14:09.844,4,91.78,0.08756666666666665,85.0,False
M-0015,2026-04-14 12:14:16.903,2026-04-14 12:14:18.372,2,91.34,0.024483333333333336,85.0,False
M-0015,2026-04-14 12:14:24.567,2026-04-14 12:14:24.567,1,89.6,0.0,85.0,False
M-0015,2026-04-14 12:14:26.903,2026-04-14 12:14:28.060,2,90.61,0.019283333333333333,85.0,False
M-0015,2026-04-14 12:14:31.155,2026-04-14 12:14:33.462,3,89.57,0.03845,85.0,False
M-0015,2026-04-14 12:14:36.283,2026-04-14 12:14:37.400,2,92.55,0.018616666666666667,85.0,False
M-0016,2026-04-14 04:01:33.809,2026-04-14 04:01:34.811,2,94.77,0.0167,85.0,False
M-0016,2026-04-14 04:01:38.826,2026-04-14 04:01:39.830,2,91.43,0.016733333333333333,85.0,False
M-0016,2026-04-14 12:13:40.302,2026-04-14 12:13:40.302,1,92.63,0.0,85.0,False
M-0016,2026-04-14 12:13:43.680,2026-04-14 12:13:43.680,1,91.24,0.0,85.0,False
M-0016,2026-04-14 12:13:48.774,2026-04-14 12:13:51.098,2,94.59,0.03873333333333333,85.0,False
M-0016,2026-04-14 12:13:56.494,2026-04-14 12:13:56.494,1,86.12,0.0,85.0,False
M-0016,2026-04-14 12:14:02.106,2026-04-14 12:14:02.106,1,87.76,0.0,85.0,False
M-0016,2026-04-14 12:14:04.665,2026-04-14 12:14:06.192,2,89.48,0.025449999999999997,85.0,False
M-0016,2026-04-14 12:14:11.096,2026-04-14 12:14:11.096,1,92.83,0.0,85.0,False
M-0016,2026-04-14 12:14:20.147,2026-04-14 12:14:21.512,2,91.53,0.02275,85.0,False
M-0016,2026-04-14 12:14:24.717,2026-04-14 12:14:24.717,1,85.16,0.0,85.0,False
M-0016,2026-04-14 12:14:27.092,2026-04-14 12:14:28.113,2,90.86,0.017016666666666666,85.0,False
M-0016,2026-04-14 12:14:31.258,2026-04-14 12:14:32.595,2,88.85,0.022283333333333332,85.0,False
M-0016,2026-04-14 12:14:36.340,2026-04-14 12:14:36.340,1,93.1,0.0,85.0,False
M-0017,2026-04-14 04:01:33.818,2026-04-14 04:01:34.820,2,94.0,0.0167,85.0,False
M-0017,2026-04-14 04:01:38.840,2026-04-14 04:01:38.840,1,90.92,0.0,85.0,False
M-0017,2026-04-14 04:01:40.847,2026-04-14 04:01:40.847,1,88.92,0.0,85.0,False
M-0017,2026-04-14 12:13:45.602,2026-04-14 12:13:51.263,3,91.94,0.09434999999999999,85.0,False
M-0017,2026-04-14 12:13:55.144,2026-04-14 12:14:00.393,4,92.08,0.08748333333333333,85.0,False
M-0017,2026-04-14 12:14:03.075,2026-04-14 12:14:06.169,3,93.67,0.05156666666666666,85.0,False
M-0017,2026-04-14 12:14:13.652,2026-04-14 12:14:13.652,1,87.49,0.0,85.0,False
M-0017,2026-04-14 12:14:17.056,2026-04-14 12:14:17.056,1,86.4,0.0,85.0,False
M-0017,2026-04-14 12:14:21.495,2026-04-14 12:14:21.495,1,90.89,0.0,85.0,False
M-0017,2026-04-14 12:14:25.944,2026-04-14 12:14:25.944,1,88.84,0.0,85.0,False
M-0017,2026-04-14 12:14:28.096,2026-04-14 12:14:29.110,2,94.87,0.016900000000000002,85.0,False
M-0017,2026-04-14 12:14:33.609,2026-04-14 12:14:33.609,1,86.78,0.0,85.0,False
M-0018,2026-04-14 04:01:32.773,2026-04-14 04:01:34.780,3,90.59,0.03345,85.0,False
M-0018,2026-04-14 04:01:36.788,2026-04-14 04:01:36.788,1,90.29,0.0,85.0,False
M-0018,2026-04-14 04:01:39.802,2026-04-14 04:01:39.802,1,90.96,0.0,85.0,False
M-0018,2026-04-14 12:13:44.570,2026-04-14 12:13:44.570,1,85.98,0.0,85.0,False
M-0018,2026-04-14 12:13:52.215,2026-04-14 12:13:52.215,1,91.52,0.0,85.0,False
M-0018,2026-04-14 12:13:55.727,2026-04-14 12:13:59.574,3,90.44,0.06411666666666667,85.0,False
M-0018,2026-04-14 12:14:02.435,2026-04-14 12:14:02.435,1,88.0,0.0,85.0,False
M-0018,2026-04-14 12:14:05.415,2026-04-14 12:14:05.415,1,91.35,0.0,85.0,False
M-0018,2026-04-14 12:14:11.599,2026-04-14 12:14:11.599,1,85.2,0.0,85.0,False
M-0018,2026-04-14 12:14:16.267,2026-04-14 12:14:17.736,2,91.13,0.024483333333333336,85.0,False
M-0018,2026-04-14 12:14:21.990,2026-04-14 12:14:21.990,1,90.05,0.0,85.0,False
M-0018,2026-04-14 12:14:25.548,2026-04-14 12:14:26.689,2,94.02,0.019016666666666668,85.0,False
M-0018,2026-04-14 12:14:28.692,2026-04-14 12:14:28.692,1,90.33,0.0,85.0,False
M-0018,2026-04-14 12:14:30.716,2026-04-14 12:14:30.716,1,92.45,0.0,85.0,False
M-0018,2026-04-14 12:14:34.280,2026-04-14 12:14:35.831,2,90.98,0.025849999999999998,85.0,False
M-0019,2026-04-14 04:01:31.740,2026-04-14 04:01:32.800,2,86.26,0.017666666666666667,85.0,False
M-0019,2026-04-14 04:01:37.817,2026-04-14 04:01:37.817,1,88.54,0.0,85.0,False
M-0019,2026-04-14 04:01:40.830,2026-04-14 04:01:40.830,1,87.43,0.0,85.0,False
M-0019,2026-04-14 12:13:47.322,2026-04-14 12:13:49.878,2,88.49,0.0426,85.0,False
M-0019,2026-04-14 12:13:53.159,2026-04-14 12:13:55.629,2,94.99,0.04116666666666667,85.0,False
M-0019,2026-04-14 12:13:58.887,2026-04-14 12:14:02.350,3,94.6,0.057716666666666666,85.0,False
M-0019,2026-04-14 12:14:06.438,2026-04-14 12:14:08.099,2,91.99,0.027683333333333334,85.0,False
M-0019,2026-04-14 12:14:12.758,2026-04-14 12:14:12.758,1,89.8,0.0,85.0,False
M-0019,2026-04-14 12:14:17.434,2026-04-14 12:14:17.434,1,92.02,0.0,85.0,False
M-0019,2026-04-14 12:14:21.724,2026-04-14 12:14:21.724,1,88.09,0.0,85.0,False
M-0019,2026-04-14 12:14:23.947,2026-04-14 12:14:23.947,1,92.37,0.0,85.0,False
M-0019,2026-04-14 12:14:26.203,2026-04-14 12:14:27.327,2,94.12,0.018733333333333334,85.0,False
M-0019,2026-04-14 12:14:29.356,2026-04-14 12:14:29.356,1,85.74,0.0,85.0,False
M-0019,2026-04-14 12:14:31.521,2026-04-14 12:14:32.849,2,94.8,0.022133333333333335,85.0,False
M-0019,2026-04-14 12:14:36.489,2026-04-14 12:14:36.489,1,87.46,0.0,85.0,False
