MACHINE_ID,TIMESTAMP,AVG_TEMPERATURE,AVG_VIBRATION,ANOMALY_EVENTS,TOTAL_EVENTS,ANOMALY_FLAG_RATE,ROLLING_MEAN_TEMP_3H,ROLLING_STD_TEMP_3H,ROLLING_MEAN_VIB_3H,ROLLING_STD_VIB_3H,TEMP_RATE_OF_CHANGE,VIB_RATE_OF_CHANGE,MACHINE_TEMP_P95,MACHINE_VIB_P95,TEMP_THRESHOLD_BASELINE,VIB_THRESHOLD_BASELINE,TEMP_THRESHOLD_BREACH,VIB_THRESHOLD_BREACH,MACHINE_RISK_SCORE,MACHINE_RISK_LEVEL
M-0493,2026-04-14 12:00:00,84.94382352941177,1.461764705882353,25,34,0.7352941176470589,84.94382352941177,0.0,1.461764705882353,0.0,0.0,0.0,84.94382352941177,1.461764705882353,85.0,2.0,0,0,15,LOW
M-0313,2026-04-14 12:00:00,84.9375,1.26525,23,40,0.575,84.9375,0.0,1.26525,0.0,0.0,0.0,84.9375,1.26525,85.0,2.0,0,0,15,LOW
M-0034,2026-04-14 12:00:00,84.9353125,1.1509375,20,32,0.625,84.9353125,0.0,1.1509375,0.0,0.0,0.0,84.9353125,1.1509375,85.0,2.0,0,0,15,LOW
M-0631,2026-04-14 12:00:00,84.92676470588235,1.323235294117647,21,34,0.6176470588235294,84.92676470588235,0.0,1.323235294117647,0.0,0.0,0.0,84.92676470588235,1.323235294117647,85.0,2.0,0,0,15,LOW
M-0475,2026-04-14 12:00:00,84.91657894736842,1.24,25,38,0.6578947368421053,84.91657894736842,0.0,1.24,0.0,0.0,0.0,84.91657894736842,1.24,85.0,2.0,0,0,15,LOW
M-0712,2026-04-14 12:00:00,84.91243243243244,1.521081081081081,24,37,0.6486486486486487,84.91243243243244,0.0,1.521081081081081,0.0,0.0,0.0,84.91243243243244,1.521081081081081,85.0,2.0,0,0,15,LOW
M-0563,2026-04-14 12:00:00,84.91194444444444,1.281388888888889,22,36,0.6111111111111112,84.91194444444444,0.0,1.281388888888889,0.0,0.0,0.0,84.91194444444444,1.281388888888889,85.0,2.0,0,0,15,LOW
M-0737,2026-04-14 12:00:00,84.89975000000001,1.37975,25,40,0.625,84.89975000000001,0.0,1.37975,0.0,0.0,0.0,84.89975000000001,1.37975,85.0,2.0,0,0,15,LOW
M-0944,2026-04-14 12:00:00,84.87757575757576,1.146969696969697,23,33,0.696969696969697,84.87757575757576,0.0,1.146969696969697,0.0,0.0,0.0,84.87757575757576,1.146969696969697,85.0,2.0,0,0,15,LOW
M-0647,2026-04-14 12:00:00,84.86757575757576,1.1636363636363636,24,33,0.7272727272727273,84.86757575757576,0.0,1.1636363636363636,0.0,0.0,0.0,84.86757575757576,1.1636363636363636,85.0,2.0,0,0,15,LOW
M-0856,2026-04-14 12:00:00,84.83424242424243,1.2833333333333334,20,33,0.6060606060606061,84.83424242424243,0.0,1.2833333333333334,0.0,0.0,0.0,84.83424242424243,1.2833333333333334,85.0,2.0,0,0,15,LOW
M-0255,2026-04-14 12:00:00,84.818,1.44275,27,40,0.675,84.818,0.0,1.44275,0.0,0.0,0.0,84.818,1.44275,85.0,2.0,0,0,15,LOW
M-0951,2026-04-14 12:00:00,84.7570588235294,1.4058823529411764,26,34,0.7647058823529411,84.7570588235294,0.0,1.4058823529411764,0.0,0.0,0.0,84.7570588235294,1.4058823529411764,85.0,2.0,0,0,15,LOW
M-0792,2026-04-14 12:00:00,84.75088235294118,1.4732352941176472,20,34,0.5882352941176471,84.75088235294118,0.0,1.4732352941176472,0.0,0.0,0.0,84.75088235294118,1.4732352941176472,85.0,2.0,0,0,15,LOW
M-0230,2026-04-14 12:00:00,84.71549999999999,1.2935,27,40,0.675,84.71549999999999,0.0,1.2935,0.0,0.0,0.0,84.71549999999999,1.2935,85.0,2.0,0,0,15,LOW
M-0353,2026-04-14 12:00:00,84.6775,1.30625,22,40,0.55,84.6775,0.0,1.30625,0.0,0.0,0.0,84.6775,1.30625,85.0,2.0,0,0,15,LOW
M-0284,2026-04-14 12:00:00,84.67742857142858,1.4222857142857144,22,35,0.6285714285714286,84.67742857142858,0.0,1.4222857142857144,0.0,0.0,0.0,84.67742857142858,1.4222857142857144,85.0,2.0,0,0,15,LOW
M-0772,2026-04-14 12:00:00,84.64874999999999,1.35775,24,40,0.6,84.64874999999999,0.0,1.35775,0.0,0.0,0.0,84.64874999999999,1.35775,85.0,2.0,0,0,15,LOW
M-0067,2026-04-14 12:00:00,84.64292682926829,1.2392682926829268,25,41,0.6097560975609756,84.64292682926829,0.0,1.2392682926829268,0.0,0.0,0.0,84.64292682926829,1.2392682926829268,85.0,2.0,0,0,15,LOW
M-0459,2026-04-14 12:00:00,84.6415,1.4455,29,40,0.725,84.6415,0.0,1.4455,0.0,0.0,0.0,84.6415,1.4455,85.0,2.0,0,0,15,LOW
M-0671,2026-04-14 12:00:00,84.59815789473684,1.3078947368421052,27,38,0.7105263157894737,84.59815789473684,0.0,1.3078947368421052,0.0,0.0,0.0,84.59815789473684,1.3078947368421052,85.0,2.0,0,0,15,LOW
M-0237,2026-04-14 12:00:00,84.58175,1.19075,22,40,0.55,84.58175,0.0,1.19075,0.0,0.0,0.0,84.58175,1.19075,85.0,2.0,0,0,15,LOW
M-0369,2026-04-14 12:00:00,84.56625,1.379,24,40,0.6,84.56625,0.0,1.379,0.0,0.0,0.0,84.56625,1.379,85.0,2.0,0,0,15,LOW
M-0379,2026-04-14 12:00:00,84.55,1.3166666666666667,21,33,0.6363636363636364,84.55,0.0,1.3166666666666667,0.0,0.0,0.0,84.55,1.3166666666666667,85.0,2.0,0,0,15,LOW
M-0550,2026-04-14 12:00:00,84.50552631578948,1.2736842105263158,21,38,0.5526315789473685,84.50552631578948,0.0,1.2736842105263158,0.0,0.0,0.0,84.50552631578948,1.2736842105263158,85.0,2.0,0,0,15,LOW
M-0274,2026-04-14 12:00:00,84.48425,1.44825,27,40,0.675,84.48425,0.0,1.44825,0.0,0.0,0.0,84.48425,1.44825,85.0,2.0,0,0,15,LOW
M-0589,2026-04-14 12:00:00,84.47833333333332,1.1788888888888889,16,36,0.4444444444444444,84.47833333333332,0.0,1.1788888888888889,0.0,0.0,0.0,84.47833333333332,1.1788888888888889,85.0,2.0,0,0,15,LOW
M-0876,2026-04-14 12:00:00,84.45057142857142,1.4505714285714286,24,35,0.6857142857142857,84.45057142857142,0.0,1.4505714285714286,0.0,0.0,0.0,84.45057142857142,1.4505714285714286,85.0,2.0,0,0,15,LOW
M-0959,2026-04-14 12:00:00,84.436,1.4697142857142858,23,35,0.6571428571428571,84.436,0.0,1.4697142857142858,0.0,0.0,0.0,84.436,1.4697142857142858,85.0,2.0,0,0,15,LOW
M-0861,2026-04-14 12:00:00,84.43394736842104,1.3678947368421053,23,38,0.6052631578947368,84.43394736842104,0.0,1.3678947368421053,0.0,0.0,0.0,84.43394736842104,1.3678947368421053,85.0,2.0,0,0,15,LOW
M-0918,2026-04-14 12:00:00,84.42969696969696,1.5012121212121212,22,33,0.6666666666666666,84.42969696969696,0.0,1.5012121212121212,0.0,0.0,0.0,84.42969696969696,1.5012121212121212,85.0,2.0,0,0,15,LOW
M-0181,2026-04-14 12:00:00,84.42833333333334,1.4002777777777777,22,36,0.6111111111111112,84.42833333333334,0.0,1.4002777777777777,0.0,0.0,0.0,84.42833333333334,1.4002777777777777,85.0,2.0,0,0,15,LOW
M-0109,2026-04-14 12:00:00,84.4045,1.09375,23,40,0.575,84.4045,0.0,1.09375,0.0,0.0,0.0,84.4045,1.09375,85.0,2.0,0,0,15,LOW
M-0973,2026-04-14 12:00:00,84.38820512820513,1.357179487179487,26,39,0.6666666666666666,84.38820512820513,0.0,1.357179487179487,0.0,0.0,0.0,84.38820512820513,1.357179487179487,85.0,2.0,0,0,15,LOW
M-0583,2026-04-14 12:00:00,84.3671875,1.4103125,22,32,0.6875,84.3671875,0.0,1.4103125,0.0,0.0,0.0,84.3671875,1.4103125,85.0,2.0,0,0,15,LOW
M-0549,2026-04-14 12:00:00,84.36694444444444,1.3058333333333332,19,36,0.5277777777777778,84.36694444444444,0.0,1.3058333333333332,0.0,0.0,0.0,84.36694444444444,1.3058333333333332,85.0,2.0,0,0,15,LOW
M-0348,2026-04-14 12:00:00,84.35549999999999,1.3904999999999998,23,40,0.575,84.35549999999999,0.0,1.3904999999999998,0.0,0.0,0.0,84.35549999999999,1.3904999999999998,85.0,2.0,0,0,15,LOW
M-0793,2026-04-14 12:00:00,84.34848484848484,1.3133333333333335,22,33,0.6666666666666666,84.34848484848484,0.0,1.3133333333333335,0.0,0.0,0.0,84.34848484848484,1.3133333333333335,85.0,2.0,0,0,15,LOW
M-0486,2026-04-14 12:00:00,84.33175,1.28025,23,40,0.575,84.33175,0.0,1.28025,0.0,0.0,0.0,84.33175,1.28025,85.0,2.0,0,0,15,LOW
M-0186,2026-04-14 12:00:00,84.32925,1.3442500000000002,26,40,0.65,84.32925,0.0,1.3442500000000002,0.0,0.0,0.0,84.32925,1.3442500000000002,85.0,2.0,0,0,15,LOW
M-0891,2026-04-14 12:00:00,84.32384615384616,1.2507692307692309,26,39,0.6666666666666666,84.32384615384616,0.0,1.2507692307692309,0.0,0.0,0.0,84.32384615384616,1.2507692307692309,85.0,2.0,0,0,15,LOW
M-0022,2026-04-14 12:00:00,84.29894736842105,1.3781578947368422,22,38,0.5789473684210527,84.29894736842105,0.0,1.3781578947368422,0.0,0.0,0.0,84.29894736842105,1.3781578947368422,85.0,2.0,0,0,15,LOW
M-0158,2026-04-14 12:00:00,84.29538461538462,1.4833333333333334,26,39,0.6666666666666666,84.29538461538462,0.0,1.4833333333333334,0.0,0.0,0.0,84.29538461538462,1.4833333333333334,85.0,2.0,0,0,15,LOW
M-0829,2026-04-14 12:00:00,84.28861111111111,1.4941666666666666,19,36,0.5277777777777778,84.28861111111111,0.0,1.4941666666666666,0.0,0.0,0.0,84.28861111111111,1.4941666666666666,85.0,2.0,0,0,15,LOW
M-0866,2026-04-14 12:00:00,84.28146341463415,1.5029268292682927,25,41,0.6097560975609756,84.28146341463415,0.0,1.5029268292682927,0.0,0.0,0.0,84.28146341463415,1.5029268292682927,85.0,2.0,0,0,15,LOW
M-0331,2026-04-14 12:00:00,84.2790625,1.3321875,21,32,0.65625,84.2790625,0.0,1.3321875,0.0,0.0,0.0,84.2790625,1.3321875,85.0,2.0,0,0,15,LOW
M-0084,2026-04-14 12:00:00,84.2625,1.35725,28,40,0.7,84.2625,0.0,1.35725,0.0,0.0,0.0,84.2625,1.35725,85.0,2.0,0,0,15,LOW
M-0409,2026-04-14 12:00:00,84.25800000000001,1.32925,25,40,0.625,84.25800000000001,0.0,1.32925,0.0,0.0,0.0,84.25800000000001,1.32925,85.0,2.0,0,0,15,LOW
M-0687,2026-04-14 12:00:00,84.25647058823529,1.236470588235294,22,34,0.6470588235294118,84.25647058823529,0.0,1.236470588235294,0.0,0.0,0.0,84.25647058823529,1.236470588235294,85.0,2.0,0,0,15,LOW
M-0347,2026-04-14 12:00:00,84.24300000000001,1.52925,28,40,0.7,84.24300000000001,0.0,1.52925,0.0,0.0,0.0,84.24300000000001,1.52925,85.0,2.0,0,0,15,LOW
M-0554,2026-04-14 12:00:00,84.2402564102564,1.4864102564102564,25,39,0.6410256410256411,84.2402564102564,0.0,1.4864102564102564,0.0,0.0,0.0,84.2402564102564,1.4864102564102564,85.0,2.0,0,0,15,LOW
M-0932,2026-04-14 12:00:00,84.23324324324325,1.350810810810811,24,37,0.6486486486486487,84.23324324324325,0.0,1.350810810810811,0.0,0.0,0.0,84.23324324324325,1.350810810810811,85.0,2.0,0,0,15,LOW
M-0182,2026-04-14 12:00:00,84.233,1.401,25,40,0.625,84.233,0.0,1.401,0.0,0.0,0.0,84.233,1.401,85.0,2.0,0,0,15,LOW
M-0785,2026-04-14 12:00:00,84.22184210526315,1.4171052631578949,22,38,0.5789473684210527,84.22184210526315,0.0,1.4171052631578949,0.0,0.0,0.0,84.22184210526315,1.4171052631578949,85.0,2.0,0,0,15,LOW
M-0035,2026-04-14 12:00:00,84.21951219512195,1.3746341463414633,24,41,0.5853658536585366,84.21951219512195,0.0,1.3746341463414633,0.0,0.0,0.0,84.21951219512195,1.3746341463414633,85.0,2.0,0,0,15,LOW
M-0371,2026-04-14 12:00:00,84.20756756756757,1.2786486486486486,21,37,0.5675675675675675,84.20756756756757,0.0,1.2786486486486486,0.0,0.0,0.0,84.20756756756757,1.2786486486486486,85.0,2.0,0,0,15,LOW
M-0418,2026-04-14 12:00:00,84.2040625,1.1878125,21,32,0.65625,84.2040625,0.0,1.1878125,0.0,0.0,0.0,84.2040625,1.1878125,85.0,2.0,0,0,15,LOW
M-0728,2026-04-14 12:00:00,84.19800000000001,1.37775,28,40,0.7,84.19800000000001,0.0,1.37775,0.0,0.0,0.0,84.19800000000001,1.37775,85.0,2.0,0,0,15,LOW
M-0743,2026-04-14 12:00:00,84.19742857142857,1.3742857142857143,21,35,0.6,84.19742857142857,0.0,1.3742857142857143,0.0,0.0,0.0,84.19742857142857,1.3742857142857143,85.0,2.0,0,0,15,LOW
M-0334,2026-04-14 12:00:00,84.19536585365854,1.2114634146341463,22,41,0.5365853658536586,84.19536585365854,0.0,1.2114634146341463,0.0,0.0,0.0,84.19536585365854,1.2114634146341463,85.0,2.0,0,0,15,LOW
M-0015,2026-04-14 12:00:00,84.1925,1.31125,22,32,0.6875,84.1925,0.0,1.31125,0.0,0.0,0.0,84.050975,1.3119625,85.0,2.0,0,0,15,LOW
M-0468,2026-04-14 12:00:00,84.16264705882354,1.3561764705882353,22,34,0.6470588235294118,84.16264705882354,0.0,1.3561764705882353,0.0,0.0,0.0,84.16264705882354,1.3561764705882353,85.0,2.0,0,0,15,LOW
M-0005,2026-04-14 12:00:00,84.15871794871795,1.4494871794871795,30,39,0.7692307692307693,84.15871794871795,0.0,1.4494871794871795,0.0,0.0,0.0,84.06108205128206,1.4402128205128206,85.0,2.0,0,0,15,LOW
M-0690,2026-04-14 12:00:00,84.14864864864865,1.371081081081081,23,37,0.6216216216216216,84.14864864864865,0.0,1.371081081081081,0.0,0.0,0.0,84.14864864864865,1.371081081081081,85.0,2.0,0,0,15,LOW
M-0374,2026-04-14 12:00:00,84.14257142857143,1.304857142857143,22,35,0.6285714285714286,84.14257142857143,0.0,1.304857142857143,0.0,0.0,0.0,84.14257142857143,1.304857142857143,85.0,2.0,0,0,15,LOW
M-0417,2026-04-14 12:00:00,84.13615384615385,1.465897435897436,24,39,0.6153846153846154,84.13615384615385,0.0,1.465897435897436,0.0,0.0,0.0,84.13615384615385,1.465897435897436,85.0,2.0,0,0,15,LOW
M-0561,2026-04-14 12:00:00,84.1315625,1.401875,17,32,0.53125,84.1315625,0.0,1.401875,0.0,0.0,0.0,84.1315625,1.401875,85.0,2.0,0,0,15,LOW
M-0537,2026-04-14 12:00:00,84.12899999999999,1.43625,23,40,0.575,84.12899999999999,0.0,1.43625,0.0,0.0,0.0,84.12899999999999,1.43625,85.0,2.0,0,0,15,LOW
M-0341,2026-04-14 12:00:00,84.12525000000001,1.19825,23,40,0.575,84.12525000000001,0.0,1.19825,0.0,0.0,0.0,84.12525000000001,1.19825,85.0,2.0,0,0,15,LOW
M-0887,2026-04-14 12:00:00,84.11274999999999,1.4385,26,40,0.65,84.11274999999999,0.0,1.4385,0.0,0.0,0.0,84.11274999999999,1.4385,85.0,2.0,0,0,15,LOW
M-0665,2026-04-14 12:00:00,84.10735294117647,1.4802941176470588,24,34,0.7058823529411765,84.10735294117647,0.0,1.4802941176470588,0.0,0.0,0.0,84.10735294117647,1.4802941176470588,85.0,2.0,0,0,15,LOW
M-0220,2026-04-14 12:00:00,84.08948717948718,1.2356410256410255,23,39,0.5897435897435898,84.08948717948718,0.0,1.2356410256410255,0.0,0.0,0.0,84.08948717948718,1.2356410256410255,85.0,2.0,0,0,15,LOW
M-0923,2026-04-14 12:00:00,84.08696969696969,1.4636363636363636,23,33,0.696969696969697,84.08696969696969,0.0,1.4636363636363636,0.0,0.0,0.0,84.08696969696969,1.4636363636363636,85.0,2.0,0,0,15,LOW
M-0378,2026-04-14 12:00:00,84.0834375,1.4375,19,32,0.59375,84.0834375,0.0,1.4375,0.0,0.0,0.0,84.0834375,1.4375,85.0,2.0,0,0,15,LOW
M-0053,2026-04-14 12:00:00,84.07921052631579,1.4136842105263157,26,38,0.6842105263157895,84.07921052631579,0.0,1.4136842105263157,0.0,0.0,0.0,84.07921052631579,1.4136842105263157,85.0,2.0,0,0,15,LOW
M-0185,2026-04-14 12:00:00,84.0735,1.35175,25,40,0.625,84.0735,0.0,1.35175,0.0,0.0,0.0,84.0735,1.35175,85.0,2.0,0,0,15,LOW
M-0498,2026-04-14 12:00:00,84.06925,1.316,26,40,0.65,84.06925,0.0,1.316,0.0,0.0,0.0,84.06925,1.316,85.0,2.0,0,0,15,LOW
M-0575,2026-04-14 12:00:00,84.04810810810811,1.3513513513513513,26,37,0.7027027027027027,84.04810810810811,0.0,1.3513513513513513,0.0,0.0,0.0,84.04810810810811,1.3513513513513513,85.0,2.0,0,0,15,LOW
M-0350,2026-04-14 12:00:00,84.03054054054054,1.3605405405405406,24,37,0.6486486486486487,84.03054054054054,0.0,1.3605405405405406,0.0,0.0,0.0,84.03054054054054,1.3605405405405406,85.0,2.0,0,0,15,LOW
M-0543,2026-04-14 12:00:00,84.026875,1.5540625,17,32,0.53125,84.026875,0.0,1.5540625,0.0,0.0,0.0,84.026875,1.5540625,85.0,2.0,0,0,15,LOW
M-0948,2026-04-14 12:00:00,84.02235294117648,1.4094117647058824,23,34,0.6764705882352942,84.02235294117648,0.0,1.4094117647058824,0.0,0.0,0.0,84.02235294117648,1.4094117647058824,85.0,2.0,0,0,15,LOW
M-0110,2026-04-14 12:00:00,84.01975609756097,1.3690243902439025,23,41,0.5609756097560976,84.01975609756097,0.0,1.3690243902439025,0.0,0.0,0.0,84.01975609756097,1.3690243902439025,85.0,2.0,0,0,15,LOW
M-0318,2026-04-14 12:00:00,84.00837837837838,1.2727027027027027,22,37,0.5945945945945946,84.00837837837838,0.0,1.2727027027027027,0.0,0.0,0.0,84.00837837837838,1.2727027027027027,85.0,2.0,0,0,15,LOW
M-0501,2026-04-14 12:00:00,84.00725,1.3747500000000001,21,40,0.525,84.00725,0.0,1.3747500000000001,0.0,0.0,0.0,84.00725,1.3747500000000001,85.0,2.0,0,0,15,LOW
M-0447,2026-04-14 12:00:00,84.00475,1.4609999999999999,23,40,0.575,84.00475,0.0,1.4609999999999999,0.0,0.0,0.0,84.00475,1.4609999999999999,85.0,2.0,0,0,15,LOW
M-0846,2026-04-14 12:00:00,84.00470588235294,1.5241176470588236,23,34,0.6764705882352942,84.00470588235294,0.0,1.5241176470588236,0.0,0.0,0.0,84.00470588235294,1.5241176470588236,85.0,2.0,0,0,15,LOW
M-0386,2026-04-14 12:00:00,84.00399999999999,1.348,20,40,0.5,84.00399999999999,0.0,1.348,0.0,0.0,0.0,84.00399999999999,1.348,85.0,2.0,0,0,15,LOW
M-0972,2026-04-14 12:00:00,84.00125,1.2934375,19,32,0.59375,84.00125,0.0,1.2934375,0.0,0.0,0.0,84.00125,1.2934375,85.0,2.0,0,0,15,LOW
M-0389,2026-04-14 12:00:00,83.99441176470589,1.4441176470588235,20,34,0.5882352941176471,83.99441176470589,0.0,1.4441176470588235,0.0,0.0,0.0,83.99441176470589,1.4441176470588235,85.0,2.0,0,0,15,LOW
M-0779,2026-04-14 12:00:00,83.98925,1.244,25,40,0.625,83.98925,0.0,1.244,0.0,0.0,0.0,83.98925,1.244,85.0,2.0,0,0,15,LOW
M-0817,2026-04-14 12:00:00,83.9839393939394,1.2296969696969697,22,33,0.6666666666666666,83.9839393939394,0.0,1.2296969696969697,0.0,0.0,0.0,83.9839393939394,1.2296969696969697,85.0,2.0,0,0,15,LOW
M-0571,2026-04-14 12:00:00,83.97542857142857,1.3,21,35,0.6,83.97542857142857,0.0,1.3,0.0,0.0,0.0,83.97542857142857,1.3,85.0,2.0,0,0,15,LOW
M-0196,2026-04-14 12:00:00,83.96617647058824,1.3947058823529412,20,34,0.5882352941176471,83.96617647058824,0.0,1.3947058823529412,0.0,0.0,0.0,83.96617647058824,1.3947058823529412,85.0,2.0,0,0,15,LOW
M-0282,2026-04-14 12:00:00,83.966,1.30375,24,40,0.6,83.966,0.0,1.30375,0.0,0.0,0.0,83.966,1.30375,85.0,2.0,0,0,15,LOW
M-0869,2026-04-14 12:00:00,83.95268292682927,1.3795121951219513,20,41,0.4878048780487805,83.95268292682927,0.0,1.3795121951219513,0.0,0.0,0.0,83.95268292682927,1.3795121951219513,85.0,2.0,0,0,15,LOW
M-0715,2026-04-14 12:00:00,83.94212121212122,1.5296969696969696,20,33,0.6060606060606061,83.94212121212122,0.0,1.5296969696969696,0.0,0.0,0.0,83.94212121212122,1.5296969696969696,85.0,2.0,0,0,15,LOW
M-0880,2026-04-14 12:00:00,83.942,1.3525,20,40,0.5,83.942,0.0,1.3525,0.0,0.0,0.0,83.942,1.3525,85.0,2.0,0,0,15,LOW
M-0086,2026-04-14 12:00:00,83.93558823529412,1.353235294117647,23,34,0.6764705882352942,83.93558823529412,0.0,1.353235294117647,0.0,0.0,0.0,83.93558823529412,1.353235294117647,85.0,2.0,0,0,15,LOW
M-0342,2026-04-14 12:00:00,83.93358974358974,1.3110256410256411,21,39,0.5384615384615384,83.93358974358974,0.0,1.3110256410256411,0.0,0.0,0.0,83.93358974358974,1.3110256410256411,85.0,2.0,0,0,15,LOW
M-0587,2026-04-14 12:00:00,83.91941176470588,1.3876470588235295,21,34,0.6176470588235294,83.91941176470588,0.0,1.3876470588235295,0.0,0.0,0.0,83.91941176470588,1.3876470588235295,85.0,2.0,0,0,15,LOW
M-0843,2026-04-14 12:00:00,83.912,1.4274285714285715,19,35,0.5428571428571428,83.912,0.0,1.4274285714285715,0.0,0.0,0.0,83.912,1.4274285714285715,85.0,2.0,0,0,15,LOW
M-0244,2026-04-14 12:00:00,83.91170731707318,1.408780487804878,25,41,0.6097560975609756,83.91170731707318,0.0,1.408780487804878,0.0,0.0,0.0,83.91170731707318,1.408780487804878,85.0,2.0,0,0,15,LOW
